username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Tye Talks,1572768222151315456,Los Angeles,2023-01-19 20:26:08,"@MaraInGA4Now @RakestrawBarry @MaighreadMor @HaroldLeonNeon @libsoftiktok Lived here for over 20 years, never had a… https://t.co/HsXFfpBnpz",0,Twitter Web App,
I'm the moose out front,257359331,Los Angeles,2023-01-19 20:22:05,@Anomander2249 @vote4esteban @OffensiveCult @LourinHubbard @BettyKPIX @BrookeJenkinsSF It's not because she's homel… https://t.co/bj8S5u2Gd0,0,Twitter Web App,
CITY OF SO. EL MONTE,602351816,"South El Monte, California",2023-01-19 20:21:00,"Everyone Counts. No Matter Where They Live. 
Volunteers Needed for the South El Monte Homeless Count 2023 
Tues., J… https://t.co/lilYonknKs",0,Twitter Web App,
big ange,1156457936975089666,"Los Angeles, CA",2023-01-19 20:18:21,I thought this homeless lady had a kiva robot driving her two carts full of recycling...but there was man as tall a… https://t.co/CblAzp5hSF,0,Twitter for iPhone,
Alexander Nevermind,22755051,"Santa Monica,California",2023-01-19 20:14:19,@PolitiCat14 @MikeSington He will prob get off lightly because he is in fact white and male. Gwin “portraying himse… https://t.co/zlkuN28eR0,0,Twitter for iPhone,
💯TRUMP🇺🇲45🌟46🌟47🌟,1098307682451116032,"Los Angeles, CA",2023-01-19 20:13:23,👍👍🙏🙏🇺🇲🇺🇲✝️✝️THANK B 2U GOD!!!KPIX CBS SF Bay Area: Gallery owner Collier Gwin in San Francisco police custody for s… https://t.co/9focJMjLbc,0,Twitter for Android,
🎒 David James Henry 🧑‍🏫,844675802,"Van Nuys, Los Angeles, CA",2023-01-19 19:59:06,@TomAandTom1 So many people would be better versions of themselves if they volunteered at a homeless shelter,0,Twitter for Android,
Annenberg Inclusion Initiative,1912521805,"Los Angeles, CA",2023-01-19 19:51:01,"Thank you @RadioChio for this great conversation &amp; acknowledging our newest study! Such a pleasure! @kcrw 
https://t.co/99caEeg67S",1,Twitter for iPhone,
Michael J. Stern,1075865638642597893,"Los Angeles, CA",2023-01-19 19:46:04,"I’m already salivating at the idea of a George Santos sleazy bio pic. 

https://t.co/Vd2hbBoqnl",3,Twitter Web App,
Oscar J LLamas,1376924286,"South Whittier, CA",2023-01-19 19:33:16,"@AntonioSabatoJr I bet most of them , (excluding vets) never worked or paid taxes in California either. 🤷‍♂️ Maybe… https://t.co/jrf8szO1tw",0,Twitter for iPhone,
Michael,1293520487159480323,"Los Angeles, CA",2023-01-19 19:30:35,"@BrokeAssStuart As a tax paying, homeowner, citizen who’s residential neighborhood is now overrun with homeless, pi… https://t.co/Rt9kynxXIX",0,Twitter for iPhone,
HACLA,740657454103547904,"Los Angeles, CA",2023-01-19 19:26:43,"Joined by @MRodCD7 and @ThePplConcern, HACLA welcomed residents today to their new homes at #HillhavenTerrace! 🏠 🥳… https://t.co/VqhMe2KGFJ",2,Twitter for iPhone,
Los Angeles 311,3016790635,"Los Angeles, CA",2023-01-19 19:23:41,@S42917714 @MayorOfLA Thank you for this information. Homeless Encampment requests are handled by LA Sanitation. To… https://t.co/WqtAkzJZUt,0,Hootsuite Inc.,
David,1260473851202453504,"Los Angeles, CA",2023-01-19 19:23:38,"@KUSINews Is the homeless crisis in LA, NYC, SF, Seattle, and basically every major city in this country also Gloriaville",0,Twitter for iPhone,
BlakeTroliKFI,930853071143411712,Los Angeles,2023-01-19 19:20:33,Business owners in Sherman Oaks are speaking out following the recent deaths of three homeless people in the area.… https://t.co/XZAGSlJe3e,2,Twitter for Android,
Bud White,1590095512987918343,"Los Angeles, CA",2023-01-19 19:20:02,"@Timcast Lol. All of the ""politically homeless"" centrist intellectuals have come put against Crowder without watching both videos.",0,Twitter for Android,
Pete Wilgoren,26619399,"Los Angeles, CA",2023-01-19 19:18:35,"this is outrageous-- 
WHAT are we doing in this city. @FOXLA we'll be out getting answers today. @ginasilvafox11… https://t.co/XH1BIvyAni",5,Twitter Web App,
Jurisprudent,3105357978,"Santa Monica, CA",2023-01-19 19:18:32,"@nathanfletcher Bold take! Of course no vet should be homeless, nor anyone else.  
Try addressing the real question… https://t.co/XBovLTNqXC",0,Twitter Web App,
The Homeless Times,1153413011651977217,"Los Angeles, California USA",2023-01-19 19:13:10,"Youth Homelessness: ‘Shelters Are Full Every Night’ 

Media caption,

'I thought I'd be at university, not homeless… https://t.co/bYvnrCKXdX",0,Revive Social App,
Benjamin Miller,987525227478319104,"Los Angeles, CA",2023-01-19 19:10:10,You almost have to laugh at @TheAcademy getting upset at the space behind their museum becoming overrun with homeless tents,0,Twitter for iPhone,
TobyHardtospell@Urbanists.Social 🇺🇦,28020720,"Los Angeles, CA",2023-01-19 19:08:03,"There are homeless people in my neighborhood waiting for housing. 

There are many empty storefronts in my neighbor… https://t.co/SXcTj0wgdJ",10,Twitter Web App,
CareersInGovernment,525005120,"Los Angeles, CA",2023-01-19 18:57:03,.@SanDiegoCounty is #hiring a DEP DIR - DEPARTMENTAL OPERATIONS-HOMELESS SOLUTIONS &amp; EQUITABLE COMMUNITIES.… https://t.co/V5PYTnSkHi,0,Agorapulse app,
Juana Smoke,1300657116194025472,"Los Angeles, CA",2023-01-19 18:36:51,@dondisappoints Olvera st you mean the one a 5 minute walk from the meth heads and homeless people chilling and living in union station 💀,0,Twitter for iPhone,
Daniel Jenkins,1542735231509090305,"Los Angeles, CA",2023-01-19 18:30:48,@lacontroller The homeless crisis is the direct result of liberal policies. It is exploding now by additional liber… https://t.co/fCwzLI2tne,0,Twitter for iPhone,
Suli McCullough,249705136,Studio City,2023-01-19 18:29:02,SF gallery owner arrested for intentionally spraying a homeless woman with a hose! That's progress...there was a ti… https://t.co/VjpB7O8cCG,0,Twitter Web App,
efren ledesma,1083533209466429440,"Los Angeles, CA",2023-01-19 18:28:12,@FOXLA It kind of sounds like she really didn’t care about that homeless woman until she died. I think it may have… https://t.co/5taRBZz0ID,0,Twitter for iPhone,
Lou 🚭🇺🇸,15899009,Los Angeles,2023-01-19 18:28:06,@ABC7 Homeless enterprise are a cash cow for them and the public gets fucked.,0,Twitter for iPhone,
Jonathan,1436409220929261568,"Pico Rivera, CA",2023-01-19 18:23:54,i hate homeless ppl,0,Twitter for iPhone,
Julie Newman-McKiney,412578670,"Lakewood, CA",2023-01-19 18:16:10,@TMZ Im@sorry but homeless people have NO right taking or doing anything that is illegal. If they are sleeping on y… https://t.co/RmFhikXAKz,0,Twitter for iPhone,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-19 18:12:07,"When I first noticed Richard, he was helping two women who looked like tourists with directions in downtown Dallas,… https://t.co/FF0q5Trp2A",2,Agorapulse app,
Hold Them Accountable,1582514506634121216,"Los Angeles, CA",2023-01-19 18:04:11,@MayorOfLA Hope it goes to the homeless and not the pockets of those millionaires,0,Twitter for iPhone,
California Derp,1588298878930935809,Los Angeles California USA,2023-01-19 18:03:58,@war24182236 @Twolfrecovery @bettersoma @GabeFerreiraD3 @SFDamnPodcast @citizenj17 Los Angeles and SF have the same… https://t.co/KY7VG8a3GJ,1,Twitter Web App,
Downtown Women's Center,17392425,"Los Angeles, CA",2023-01-19 18:02:23,Homeless Count volunteers are assigned to census tracts where they tally how many individuals experiencing homeless… https://t.co/Sqv8wst0jG,0,TweetDeck Web App,
Downtown Women's Center,17392425,"Los Angeles, CA",2023-01-19 18:02:22,Homeless Count volunteers play a critical role in tracking the number of individuals experiencing homelessness acro… https://t.co/jHNbRs8OUv,0,TweetDeck Web App,
Downtown Women's Center,17392425,"Los Angeles, CA",2023-01-19 18:02:22,"NEXT WEEK! Join the Downtown Women’s Center for the 2023 Los Angeles Homeless Count!   

The 2023 Skid Row Homeless… https://t.co/jpdkKQlI5N",4,TweetDeck Web App,
The OPEN Daily,102106430,"Los Angeles, CA",2023-01-19 17:59:57,LA City Council approves $50 million emergency fund for Mayor Bass' homeless initiative https://t.co/JM9R4BIAY8,0,IFTTT,
California Derp,1588298878930935809,Los Angeles California USA,2023-01-19 17:55:21,"@FOXLA I went by there   and there are shopping carts full of junk, and homeless people everywhere. Sherman Oaks is… https://t.co/3rPwZCKvsK",0,Twitter Web App,
Brave New Films,14337131,"Culver City, CA",2023-01-19 17:54:20,"""Wealthy residents raise $60,000 to stop homeless shelter being built in San Francisco""

What a headline.
https://t.co/fr6WoImU4Y",3,Twitter Web App,
California Derp,1588298878930935809,Los Angeles California USA,2023-01-19 17:53:13,"@nithyavraman voted to let homeless encampments stay next to schools, @MayorOfLA was ""elected"" by mail in ballots a… https://t.co/0wW8DuGsL0",0,Twitter Web App,
William L. Berggren,1546830572,"Los Angeles, CA",2023-01-19 17:52:51,@ewarren What not use the 30% to help the poor instead of lining your pockets with washing money in Ukraine. Rather… https://t.co/YL7lC4tyAr,0,Twitter for Android,
Stephen Jones 🏳️‍🌈🎸📼🚌,20103364,Los Angeles,2023-01-19 17:51:42,"@JeffreyTropp I found this, and I emailed the two people in Park's office to see if I can join the Zoom. https://t.co/qIq9HHQ8sm",0,Twitter Web App,
California Derp,1588298878930935809,Los Angeles California USA,2023-01-19 17:48:17,"@nithyavraman @MayorOfLA @GavinNewsom are going to make sure their friends get paid to ""help"" the homeless. There w… https://t.co/38lr7ErCfr",0,Twitter Web App,
streetPoet🖤✍🏿🪬,2381153154,"Los Angeles, CA",2023-01-19 17:41:12,"Y’all be trying to socially embarrass ppl, that’s where some of y’all death is going to come from. It be homeless p… https://t.co/4mdlGUZYsJ",0,Twitter for iPhone,
Lauren,28755550,"Los Angeles, CA",2023-01-19 17:38:56,@lamarionettes @FOXLA For who? Its so expensive here (i live with my dad). Property in sherman oaks is like million… https://t.co/PzE0OOgZ2T,0,Twitter for iPhone,
Bud White,1590095512987918343,"Los Angeles, CA",2023-01-19 17:37:11,"@BridgetPhetasy @jtLOL @Timcast So, being ""politically homeless "" means getting your news from far left hatchet men… https://t.co/W2QVML7YVI",0,Twitter for Android,
Lauren,28755550,"Los Angeles, CA",2023-01-19 17:36:42,@FOXLA Ya our area has alot of homeless. This bar owner was on the news during the pandemic too; she seems now like an attention-seeker.,0,Twitter for iPhone,
TMZ,16331010,"Los Angeles, CA",2023-01-19 17:30:04,Art Gallery Owner Arrested For Spraying Homeless Woman With Hose https://t.co/wFkwC8t3yK,18,SocialFlow,
Albert Preciado,1510995248347955208,"Beverly Hills, CA",2023-01-19 17:29:14,"My Iphone Literally Made Me A Multi Millionaire

Even when I was homeless I still had an Iphone. Millions if not Bi… https://t.co/qvoNTvK9s8",1,Twitter for iPhone,
ShellieLou,4441733975,"Los Angeles, CA",2023-01-19 17:26:37,"Biden admin launches pilot program to allow Americans to sponsor refugees directly

Why not help street people and… https://t.co/6G1HNPz9qX",0,Twitter for iPad,
Ossskkkk In A Hellcat361,3298999178,"Los Angeles, CA",2023-01-19 17:23:50,I beat tf outta homeless dude who dude this shit b4😂😂😂 https://t.co/KLYnXCTX5R,0,Twitter for Android,
william tyler,176602135,"Los Angeles, CA",2023-01-19 17:14:23,@_discorodeo @johnpaulkeith well he fits RIGHT in with LA! 'confident older white man who may be homeless or a bill… https://t.co/Bl78ijuAyH,0,Twitter Web App,
The Homeless Times,1153413011651977217,"Los Angeles, California USA",2023-01-19 17:14:16,"Have you hugged a homeless person today?
#homeless #la",0,IFTTT,
Cory Doctorow (@pluralistic@mamot.fr),2729061,Beautiful Downtown Burbank,2023-01-19 17:13:55,"If workers are afraid of ending up jobless and homeless, then executives seeking to increase their own firms' profi… https://t.co/mg1TBvIFyq",7,chirr.app,
Andrew Preston,2327879665,Los Angeles,2023-01-19 17:11:29,@MadiSP4321 @FOXLA That’s what I’m curious about. Also how did the three homeless  die? Were they murdered? If that… https://t.co/EFzu34DS4I,0,Twitter for iPhone,
Mark Horvath,14595574,Los Angeles,2023-01-19 17:10:37,"A broadcast news story that shares POV from homeless people like this is rare https://t.co/Db2X9ZFhwg

HT @codywanner",1,Twitter for iPhone,
Andrea Garfield,4554565693,"Los Angeles, CA",2023-01-19 17:10:03,@tarana2510 @apparrnnaa @Herbwells7 @julie_dutto @Intheprezent @amtmindia @ITANDEHUI1801 @ItsMeKopal @yuka_riko03… https://t.co/KoARvqH78Q,3,Twitter for iPad,
Imani,1056342953713528832,"Los Angeles, CA",2023-01-19 17:08:19,Gallery owner who hosed homeless woman in San Francisco arrested - BBC News https://t.co/ZC75giqBxy,0,Twitter for iPad,
Lu Valentino,25529217,"Los Angeles, CA",2023-01-19 17:04:13,"""They need beds w/therapists w/ doctors &amp; tough love, caring love, meaning you’re committed until you get clean,you… https://t.co/ftZosP5C92",0,Twitter for Android,
Jimmy Slamat,63419941,"Los Angeles, CA",2023-01-19 17:03:10,@metrolaalerts need to do something about the homeless in the train!!! No seats available due to homeless sleeping and smell!!,0,Twitter for iPhone,
Harmony Toluca Lake,3751867163,"Toluca Lake, Ca",2023-01-19 17:01:58,"The 2023 Greater Los Angeles Homeless Count will occur on January 24-26. If you would like to volunteer,  please fo… https://t.co/YrBuxBxF4k",0,Hootsuite Inc.,
CityofDuarte,199065389,"Duarte, California",2023-01-19 17:00:27,"📝 Every year Duarte conducts a census of the homeless population in their cities. 

The City is currently seeking v… https://t.co/zALkfTprQ0",0,Sprout Social,
O.,306607631,"Los Angeles, CA",2023-01-19 16:46:05,Ayo a homeless man just asked me for $20 dollars..I feel it… but damn.,0,Twitter for iPhone,
Vince Meehan,1165999588559294469,"Los Angeles, CA",2023-01-19 16:45:16,"@KeithNHumphreys You can kill the homeless, just don't hose them down",0,Twitter for Android,
Skye ▫️,800168637109633024,"Los Angeles, CA",2023-01-19 16:44:41,Remember that video of that horrible man in San Francisco hosing down the homeless woman sitting outside of his gal… https://t.co/wEsstmDaPM,2,Twitter for iPhone,
BOY ON BD THATS A 3.5,109360451,Chicago✈️Los Angeles,2023-01-19 16:42:58,I have had homeless men &amp; literal crackheads try to come up to me 😭 just fuck my self esteem,0,Twitter for iPhone,
Alpha_TBC,988452605373374469,"Los Angeles, CA",2023-01-19 16:33:21,"@TMZ Wrong, shopping centers including Hollywood and Highland have security that clears the homeless everyday with… https://t.co/f7MhjuCIER",0,Twitter for iPhone,
Mayor Karen Bass,17070113,"Los Angeles, CA",2023-01-19 16:27:28,This is exactly why I’ve declared a state of emergency. Successfully confronting the homelessness crisis is a matte… https://t.co/j5pccSiAjT,51,Twitter for iPhone,
Deeallday1,1539907765044334592,Los Angeles ,2023-01-19 16:25:14,@nojumper That brotha gonna stay homeless with that mentality.,0,Twitter Web App,
trujanojess.eth,150413922,"Los Angeles, CA",2023-01-19 16:24:26,"@Julesofcrypto GM GM Jules!!! 

Working on my meal distribution event for homeless folks in skid row today!! 🫶🏽",0,Twitter for iPhone,
billypollina,17029068,"Los Angeles, CA",2023-01-19 16:22:49,@ManMaker5 @choeshow I can’t believe I have to say this but the unhoused are not criminals for being homeless. Dafu… https://t.co/UDtbErPsYR,0,Twitter for iPhone,
Charles Stewart,717466226453118976,"Los Angeles, CA",2023-01-19 16:21:57,Art Gallery Owner Arrested For Spraying Homeless Woman With Hose ⁦@TMZ⁩  https://t.co/7soTV5nLsw,2,Twitter for iPhone,
Charles Stewart,717466226453118976,"Los Angeles, CA",2023-01-19 16:20:12,"SFPD arrest art gallery owner, seen on video hosing down homeless woman, on battery charges ⁦@FOXLA⁩  https://t.co/ms5zJUFdVe",0,Twitter for iPhone,
FOX 11 Los Angeles,9648652,"Los Angeles, CA",2023-01-19 16:15:19,Business owners in Sherman Oaks are outraged after they say a third homeless person was found dead on the street in… https://t.co/Gb51p0yt66,3,True Anthem,
HWDRepublican,17920055,"Hollywood, CA USA",2023-01-19 16:12:25,THR: San Francisco Art Gallery Owner Arrested for Spraying Homeless Woman with Hose https://t.co/K7JPZLikdM (BB),0,IFTTT,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-19 16:11:09,Chris and his pregnant wife are sleeping rough in Central London. Chris says the couple were living in a hostel tha… https://t.co/ATLm2ZJhI5,5,Agorapulse app,
BearWire,4651270836,"Los Angeles, CA",2023-01-19 15:57:33,@QuallThomas @choeshow It was reported that the homeless lady was harassing customers and wouldn’t leave when asked… https://t.co/hcI8HLrWPb,0,Twitter for iPhone,
